Product ID,Description,price,Category
B000001FJN,Evergreen,9.49,Hardcore & Punk
B000001FJP,The Other Side Of Life,13.98,Album-Oriented Rock (AOR)
B000001FJR,Emerson Lake &amp; Powell,7.98,Album-Oriented Rock (AOR)
B000001FJS,Another View,9.49,Proto Punk
B000001FJV,In the Jungle Groove,4.09,Blues
B000001FJW,World Machine,12.49,New Wave
B000001FJY,Champagne Jam,6.44,Album-Oriented Rock (AOR)
B000001FJZ,Opera Sauvage,10.0,Dance & Electronic
B000001FK2,Greatest Hits,12.85,Album-Oriented Rock (AOR)
B000001FK3,Naturally,8.19,Folk
B000001FK4,Night Songs,7.43,Glam
B000001FK6,"No Guru, No Method, No Teacher",83.69,Contemporary Blues
B000001FKA,Back in the High Life,13.6,Album-Oriented Rock (AOR)
B000001FKD,Not Fragile,7.98,Album-Oriented Rock (AOR)
B000001FKF,Slippery When Wet,8.99,Album-Oriented Rock (AOR)
B000001FKH,Word Up,7.47,Blues
B000001FKJ,Cameosis,7.29,Blues
B000001FKP,Donna Summer: The Dance Collection,11.18,Blues
B000001FKR,Strong Persuader,7.09,Contemporary Blues
B000001FKT,Rod Stewart Album,7.99,Album-Oriented Rock (AOR)
B000001FKV,God's Own Medicine,9.88,Goth
B000001FL0,Passport,21.47,Broadway & Vocalists
B000001FL1,Love Is Blue,10.27,European Jazz
B000001FL3,The Original Soundtrack,13.41,Album-Oriented Rock (AOR)
B000001FL6,Burning the Witches,12.14,Pop Metal
B000001FL8,Four Wheel Drive,9.98,Album-Oriented Rock (AOR)
B000001FL9,Tell No Tales,9.49,Pop Metal
B000001FLA,Trilogy,7.74,Metal
B000001FLC,The Phantom Of The Opera (1986 Original London Cast),5.0,Musicals
B000001FLG,Night of Living Dregs,7.92,Southern Rock
B000001FLI,Roy Buchanan,7.41,Electric Blues
B000001FLJ,Live Stock,7.44,Blues
B000001FLK,An Anthology,16.19,Slide Guitar
B000001FLL,Anthology 2,18.98,Slide Guitar
B000001FLN,L'Apocalypse Des Animaux (1972 TV Documentary),13.8,Ambient
B000001FLQ,Highlights From The Phantom Of The Opera: The Original London Cast Recording (1986 London Cast),14.05,Musicals
B000001FLS,Beyond the Sunset,7.36,Classic Country
B000001FLW,Running in the Family,23.86,New Wave
B000001FLX,Best of,10.49,Psychedelic Rock
B000001FLY,"Wipe The Windows, Check The Oil, Dollar Gas",9.49,Slide Guitar
B000001FM2,What If,7.92,Southern Rock
B000001FM4,Laid Back,7.25,Southern Rock
B000001FM7,Best of Bee Gees - Volume 2,10.49,Adult Contemporary
B000001FM8,She Loves Me (1963 Original Broadway Cast),10.88,Musicals
B000001FM9,Smiler,9.49,Album-Oriented Rock (AOR)
B000001FMC,It's Better to Travel,7.98,Alternative Rock
B000001FME,Maximum Security,10.08,Pop Metal
B000001FMJ,John Mellencamp: Lonesome Jubilee,2.65,Album-Oriented Rock (AOR)
B000001FMN,Spanky's Greatest Hits,4.99,Psychedelic Rock
B000001FMO,Poetic Champions Compose,20.69,Contemporary Blues
B000001FMS,One Second,9.49,Dance & Electronic
B000001FMX,New York Dolls,5.98,American Punk
B000001FN1,Triumph &amp; Agony,10.08,Pop Metal
B000001FN3,Tales of Mystery &amp; Imagination,7.23,CDs & Vinyl
B000001FN8,Savage Amusement,42.49,Album-Oriented Rock (AOR)
B000001FND,Horizontal,10.78,Psychedelic Rock
B000001FNE,Idea,9.49,Psychedelic Rock
B000001FNF,Cucumber Castle,9.49,Adult Contemporary
B000001FNG,2 Years on,9.49,Adult Contemporary
B000001FNH,Trafalgar,9.49,Psychedelic Rock
B000001FNI,To Whom It May Concern,9.49,Adult Contemporary
B000001FNJ,Life in a Tin Can,9.49,Adult Contemporary
B000001FNK,Mr Natural,9.49,Adult Contemporary
B000001FNL,Main Course,9.49,Disco
B000001FNM,Here at Last... Bee Gees ...Live,10.49,Disco
B000001FNN,Everybody Loves the Sunshine,10.0,Latin Jazz
B000001FNP,Reason to Believe: Best of,7.18,Traditional Folk
B000001FNQ,The History of Blue Cheer: Good Times are So Hard to Find,7.17,Psychedelic Rock
B000001FNS,Too Much Too Soon,8.99,American Punk
B000001FNX,Irish Heartbeat,49.99,Album-Oriented Rock (AOR)
B000001FNZ,Classic Cash,18.29,Classic Country
B000001FO4,Long Cold Winter,6.44,Arena Rock
B000001FO9,Time Odyssey,10.43,Pop Metal
B000001FOA,Uriah Heep,6.99,Album-Oriented Rock (AOR)
B000001FOD,Velvet Underground Live 1969 volume 1,7.32,Proto Punk
B000001FOE,Live 2,7.27,Proto Punk
B000001FOF,Don't Be Afraid of the Dark,29.99,Contemporary Blues
B000001FOH,Short Sharp Shocked,23.56,Urban Folk
B000001FOJ,P-Funk Earth Tour,11.18,Blues
B000001FOL,Chelsea Girl,7.32,Proto Punk
B000001FOM,Mixed Bag,5.98,Contemporary Folk
B000001FON,First Album,9.99,British Folk
B000001FOP,Crossroads,49.2,Contemporary Blues
B000001FOQ,Best of,10.22,Blues
B000001FOS,Odyssey,10.98,Pop Metal
B000001FOV,Right Stuff,5.89,Contemporary Blues
B000001FOX,Sur La Mer,7.53,Album-Oriented Rock (AOR)
B000001FOZ,James Brown's Funky People (Part 2),11.99,Blues
B000001FP8,New Jersey,5.97,Album-Oriented Rock (AOR)
B000001FPC,Flag,23.42,Dance & Electronic
B000001FPE,Smashes Thrashes &amp; Hits,5.0,Album-Oriented Rock (AOR)
B000001FPI,Stone Gon',7.31,Blues
B000001FPQ,Intuition,8.99,Pop Metal
B000001FPZ,Carnival (1961 Original Broadway Cast),13.19,Musicals
B000001FQ3,Singular Adventures,16.52,New Wave
B000001FQ4,Night Life,15.19,Album-Oriented Rock (AOR)
B000001FQ6,Southside,8.01,Britpop
B000001FQ7,Bachman-Turner Overdrive,7.99,Album-Oriented Rock (AOR)
B000001FQ8,Big Daddy,9.69,Album-Oriented Rock (AOR)
B000001FQC,Kaleidoscope World,13.94,Dance & Electronic
B000001FQE,Cocked &amp; Loaded,10.0,Glam
B000001FQI,Seeds of Love,9.49,New Wave
B000001FQK,Pickin on Nashville,7.92,Southern Rock
B000001FQO,Captain Swing,23.56,Urban Folk
B000001FQQ,Hot in the Shade,7.98,Album-Oriented Rock (AOR)
B000001FQU,Twist of Shadows,8.99,British Alternative
B000001FQV,Avalon Sunset,46.1,Contemporary Blues
B000001FQX,Dreams,45.14,Slide Guitar
B000001FQY,Great Balls Of Fire: Original Motion Picture Soundtrack - Newly Recorded Performances By Jerry Lee Lewis,34.99,Pop
B000001FQZ,Themes,9.95,Electronica
B000001FR3,Trial By Fire: Live in Leningrad,14.44,Pop Metal
B000001FR4,The Moody Blues Greatest Hits,26.71,Album-Oriented Rock (AOR)
B000001FR6,Tommy (1975 Film),20.0,Musicals
B000001FR7,Aspects Of Love (Original 1989 London Cast),18.99,Musicals
B000001FR9,The Best of the Velvet Underground: Words and Music of Lou Reed by The Velvet Underground (1989),10.41,Proto Punk
B000001FRC,Level Best,7.43,New Wave
B000001FRJ,Brain Damaged,9.99,Comedy & Spoken Word
B000001FRL,Revival,7.31,Blues
B000001FRN,Live: Go for What You Know,7.31,Album-Oriented Rock (AOR)
B000001FRO,The Best of Van Morrison,16.97,Album-Oriented Rock (AOR)
B000001FRQ,Best of Rockers &amp; Ballads,14.36,Album-Oriented Rock (AOR)
B000001FRU,Carved in Sand,17.54,Goth
B000001FRY,Boy,6.02,Hardcore & Punk
B000001FS1,October,9.49,Hardcore & Punk
B000001FS6,Rattle &amp; Hum,12.53,Hardcore & Punk
B000001FS8,Addictions 1,13.8,Contemporary Blues
B000001FSA,Brave &amp; Crazy,13.68,Folk
B000001FSC,Melissa Etheridge,5.96,Folk
B000001FSH,A Collection of Hits,7.35,Outlaw Country
B000001FSJ,Carousel,6.88,Pop
B000001FSN,Clues,29.76,New Wave
B000001FSO,Secrets,13.18,Contemporary Blues
B000001FSP,Broken English,14.99,Adult Alternative
B000001FSR,Frank's Wild Years,10.18,Alternative Rock
B000001FST,Heartbreaker,7.84,Album-Oriented Rock (AOR)
B000001FSU,State of Euphoria,7.22,Pop Metal
B000001FSW,Chronicles,11.51,Contemporary Blues
B000001FT0,Talking Back to the Night,8.99,Contemporary Blues
B000001FT2,Nightclubbing,7.34,New Wave
B000001FT4,Big Night Music,9.49,Alternative Rock
B000001FT5,Hybrid Vigor,8.99,Today's Country
B000001FT7,Welcome to the Canteen,6.54,Album-Oriented Rock (AOR)
B000001FT9,Fighting,18.53,Album-Oriented Rock (AOR)
B000001FTA,Bad Reputation,7.98,CDs & Vinyl
B000001FTD,Among the Living,7.3,Pop Metal
B000001FTF,I'm the Man,6.99,Pop Metal
B000001FTH,Island Life,7.38,Disco
B000001FTJ,Swordfishtrombones,10.18,Alternative Rock
B000001FTL,Big Time,11.18,Alternative Rock
B000001FTQ,Wide Awake in America,7.03,Hardcore & Punk
B000001FTS,Secret Wish,7.99,New Wave
B000001FTX,Traffic,8.68,Album-Oriented Rock (AOR)
B000001FTZ,Double Fun,13.18,Contemporary Blues
B000001FU0,Strange Weather,9.98,Pop
B000001FU1,Pressure Drop,5.0,Contemporary Blues
B000001FU3,Sneakin Sally Through the Alley,7.98,Contemporary Blues
B000001FU5,Warm Leatherette,13.48,New Wave
B000001FU6,Slave To The Rhythm,7.98,Disco
B000001FU7,Portfolio,23.33,Disco
B000001FU8,Living My Life,13.98,New Wave
B000001FU9,Up for the Down Stroke,19.96,Blues
B000001FUB,Clones of Dr Funkenstein,5.98,Blues
B000001FUD,Motor Booty Affair,7.35,Pop
B000001FUF,Gloryhallastoopid,7.54,Blues
B000001FUI,Gentle Giant,12.98,Pop
B000001FUJ,Seven Year Itch,13.98,Vocal Blues
B000001FUM,Mystery Road,9.49,Southern Rock
B000001FUV,Steve Winwood,5.94,Album-Oriented Rock (AOR)
B000001FUZ,John Barleycorn Must Die,12.49,Album-Oriented Rock (AOR)
B000001FV1,Shoot Out at the Fantasy Factory,7.55,Album-Oriented Rock (AOR)
B000001FV8,Some People Can Do What They Like,8.99,Contemporary Blues
B000001FVB,Blazing Away: Live,20.61,Alternative Rock
B000001FVF,Miles,6.88,Disco
B000001FVJ,Desire Caught By the Tail,9.12,Alternative Rock
B000001FVL,Age of Plastic,7.99,New Wave
B000001FVP,Whisper Tames the Lion,9.49,Southern Rock
B000001FVR,In Real Time: Live 87,9.49,British Folk
B000001FVW,Duck Rock,7.99,Alternative Rock
B000001FW0,Oil &amp; Gold,11.68,Alternative Rock
B000001FW5,On the Road,11.98,Album-Oriented Rock (AOR)
B000001FW9,Acquiring the Taste,10.25,Pop
B000001FWD,Absolutely ABC,9.49,New Wave
B000001FWG,Soup Dragons-Lovegod,9.44,British Alternative
B000001FWM,Live at Ludlow Garage,18.94,Slide Guitar
B000001FWO,Eclipse,19.97,Pop Metal
B000001FWQ,"James Brown Live At The Apollo, 1962",11.98,Pop
B000001FWS,The Comfort Zone,9.4,Contemporary Blues
B000001FWW,Tales From the Brothers Gibb,29.88,Psychedelic Rock
B000001FWZ,Step Further,10.18,Album-Oriented Rock (AOR)
B000001FX0,Raw Sienna,10.17,Album-Oriented Rock (AOR)
B000001FX1,Looking in,7.3,Album-Oriented Rock (AOR)
B000001FX2,Street Corner Talking,7.35,Album-Oriented Rock (AOR)
B000001FX3,Hellbound Train,10.18,Album-Oriented Rock (AOR)
B000001FX4,Lion's Share,18.97,Album-Oriented Rock (AOR)
B000001FX6,Thru the Years,11.18,Electric Blues
B000001FX7,Original Monster Mash,9.49,Comedic Music
B000001FX9,The Complete Tom Jones,17.68,Traditional Vocal Pop
B000001FXB,Collection,27.36,Album-Oriented Rock (AOR)
B000001FXC,Echoes: Retrospective,18.99,Pop
B000001FXH,Two Rooms: Celebrating the Songs of Elton John &amp; Bernie Taupin,9.94,Alternative Rock
B000001FXN,Babylon By Bus,11.18,Vocal Pop
B000001FXP,Burnin,30.66,Vocal Pop
B000001FXR,Catch a Fire,6.5,Vocal Pop
B000001FXT,Survival,15.99,Vocal Pop
B000001FXV,Bob Marley and the Wailers Live!,9.49,Ska
B000001FXX,Natty Dread,11.44,Vocal Pop
B000001FXZ,Rastaman Vibration,33.78,Vocal Pop
B000001FY3,Confrontation,11.18,Vocal Pop
B000001FY5,Exodus,9.49,Ska
B000001FY7,Kaya,21.98,Ska
B000001FY9,The best of Bob Marley &amp; The Wailers: Legend,19.0,Vocal Pop
B000001FYB,Uprising,8.99,Vocal Pop
B000001FYF,Dead City Radio,10.98,Poetry
B000001FYH,Circle of One,8.99,Traditional Vocal Pop
B000001FYL,"Blaze Of Glory: Songs Written And Performed By Jon Bon Jovi, Inspired By The Film Young Guns II",6.99,Album-Oriented Rock (AOR)
B000001FYN,Persistence of Time,6.98,Thrash & Speed Metal
B000001FYT,Best of Sir Douglas 68-75,7.27,Blues
B000001FYU,Wall: Live in Berlin 1990,19.68,New Wave
B000001FYX,Contribution,25.06,Blues
B000001FYZ,Crazy World,11.71,Album-Oriented Rock (AOR)
B000001FZ1,Time Passes By,14.98,Outlaw Country
B000001FZ5,The Layla Sessions: 20th Anniversary Edition,23.99,Album-Oriented Rock (AOR)
B000001FZ6,The Layla Sessions: Layla and Other Assorted Love Songs,13.79,Album-Oriented Rock (AOR)
B000001FZA,The Original Singles Collection... Plus,38.21,Classic Country
B000001FZC,Unchained Melody: Very Best Of The Righteous Brothers,14.94,Oldies
B000001FZE,The Best of The Waitresses,14.98,New Wave
B000001FZG,Messing With the Blues,18.99,Blues
B000001FZH,Move to This,9.99,Dance & Electronic
B000001FZK,Laughing Stock,10.0,New Wave
B000001FZL,Fly Me Courageous,25.95,Southern Rock
B000001FZN,Heartbreak Station,6.8,Glam
B000001FZP,Revenge,10.99,Album-Oriented Rock (AOR)
B000001FZR,There's Gonna Be a Storm,11.49,Psychedelic Rock
B000001FZT,International Pop Overthrow,9.49,Alternative Rock
B000001FZU,Talkin Blues,20.0,Vocal Pop
B000001FZW,Dream Fulfilled,5.12,Blues
B000001G00,Latour,13.67,House
B000001G01,Life of a Kid in the Ghetto,9.02,Blues
B000001G03,Skin Tight,7.25,Blues
B000001G05,Fire,7.28,Blues
B000001G07,Honey,7.22,Blues
B000001G09,Contradiction,13.98,Pop
B000001G0B,Angel,9.12,Blues
B000001G0E,Wolf in Sheep's Clothing,7.26,Blues
B000001G0I,Peggy Suicide,9.84,Britpop
B000001G0L,Dedication: The Very Best Of Thin Lizzy,14.98,Album-Oriented Rock (AOR)
B000001G0N,Listen Love,16.59,Jazz
B000001G0Q,Brian McKnight,29.99,Contemporary Blues
B000001G0U,Yes I Am,4.99,Folk
B000001G0W,The Walls Came Down: Best of the Mercury Years,9.49,Alternative Rock
B000001G14,Surprise,13.98,House
B000001G16,Stranger in This Town,7.22,Metal
B000001G1B,Hymns to the Silence,20.69,Contemporary Blues
B000001G1E,Star Time,43.09,Blues
B000001G1F,The Yngwie Malmsteen Collection,9.29,Pop Metal
B000001G1L,Best of ARS,12.85,Album-Oriented Rock (AOR)
B000001G1N,"The Best Of Eric Burdon &amp; The Animals, 1966-1968",10.08,Blues
B000001G1P,Keys of the Kingdom,7.29,Album-Oriented Rock (AOR)
B000001G1R,Hollywood Vampires,19.99,Glam
B000001G1U,The Jam - Greatest Hits,9.49,British Punk
B000001G3W,Who's Gonna Ride Your Wild Horses,3.99,Hardcore & Punk
B000001G41,One / Spinning Head / Satellite / Night &amp; Day Rmx,13.84,Hardcore & Punk
B000001G4G,"Tchaikowsky/ Dvor&aacute;k: Streicherserenaden, String Serenades/ Serenades pour cordes",11.88,Serenades & Divertimentos
B000001G4J,Carmen,42.42,Classical
B000001G4K,"Verdi: Aida / Abbado, Teatro alla Scala",16.58,Classical
B000001G4L,"Verdi - Falstaff / Bruson, Ricciarelli, Nucci, Hendricks, Gonzalez, Valentini-Terrani, Giulini",11.49,Classical
B000001G4M,Brahms: The Cello Sonatas,15.35,Chamber Music
B000001G4N,Verdi: Nabucco,30.11,Classical
B000001G4Q,Handel: Water Music,16.84,Suites
B000001G4R,Brahms: 21 Ungarische Tanze (Hungarian Dances),11.35,Dances
B000001G4V,Mozart: Die Zauberfl&ouml;te (The Magic Flute),37.27,Classical
B000001G51,Tristan Und Isolde,29.99,Classical
B000001G53,Wagner: Parsifal,49.93,Classical
B000001G54,Ravel: Gaspard De La Nuit - Prokofiev: Piano Sonata Klaviersonate No. 6,14.98,Sonatas
B000001G5A,Mozart: Requiem,11.88,Classical
B000001G5H,Chopin: 12 Etudes op. 10 / 12 Etudes op. 25,15.44,Etudes
B000001G5J,"Chopin: Pr&eacute;ludes, Op.28",15.71,Preludes
B000001G5K,Tosca,38.49,Classical
B000001G5L,Beethoven: Violin Concerto,11.29,Concertos
B000001G5N,Puccini: Manon Lescaut,38.1,Classical
B000001G5P,Piano Concerto 1 / Piano Concerto 3,13.79,Concertos
B000001G5S,Rachmaninov: Piano Concerto No. 2 / Prokofiev: Piano Concerto No. 5,14.28,Concertos
B000001G5U,Piano Concerto No 1,28.34,Concertos
B000001G5W,Verdi - La Traviata / Cotrubas &middot; Domingo &middot; Milnes &middot; Bayerisches Staatsorchester &middot; Carlos Kleiber,25.18,Classical
B000001G5X,Orff: Carmina Burana,16.05,Classical
B000001G62,Leonard Bernstein conducts West Side Story,24.96,Musicals
B000001G64,Die Meistersinger von N&uuml;rnberg,32.9,Classical
B000001G68,Verdi: Don Carlos,42.97,Classical
B000001G6A,Piano Sonatas 2 &amp; 3,19.07,Sonatinas
B000001G6F,Debussy: Images 1 &amp; 2; Children's Corner,12.98,Suites
B000001G6H,6 Brandenburg Concertos,23.3,Concertos
B000001G6L,Bach: Sonatas for Cello &amp; Piano,13.15,Chamber Music
B000001G6M,Mozart: Sinfonia Concertante,15.84,Concertos
B000001G6O,Rossini: Il Viaggio a Reims (The Journey to Reims),27.86,Classical
B000001G6P,Great Violin Concerti,34.45,Concertos
B000001G6Q,"Brahms: The 4 Symphonies / Haydn Variations / Academic Festival &amp; Tragic Overtures, Opp.80,81",28.22,Variations
B000001G6W,Symphony 9,10.49,Symphonies
B000001G6Y,Ludwig van Beethoven: Symphony no.6 &quot;Pastoral&quot; / Overtures,6.58,Ballets
B000001G73,Chopin: Piano Concertos Nos. 1 &amp; 2,9.49,Concertos
B000001G76,Horowitz: The Last Romantic,7.47,Character Pieces
B000001G79,"Beethoven: Sonatas - Waldstein, Les Adieux, Appassionata",15.71,Sonatinas
B000001G7A,"Copland: Symphony No. 3, Quiet City",11.88,Concertos
B000001G7D,Mozart: Don Giovanni,39.99,Classical
B000001G7G,Mahler: Symphony No. 9,12.16,Symphonies
B000001G7H,Mahler: Symphony No. 7,8.94,Symphonies
B000001G7I,4 Seasons,15.91,Concertos
B000001G7K,Vladimir Horowitz: The Studio Recordings - New York 1985,9.49,Fantasies
B000001G7N,Schubert: Lieder,12.88,Classical
B000001G7O,Violin Concerto,16.39,Concertos
B000001G7V,"Beethoven - Fidelio / Janowitz, Popp, Kollo, Sotin, Fischer-Dieskau, Jungwirth, Dallapozza, Wiener Phil., Bernstein",20.88,Classical
B000001G7W,"Bach: Wachet Auf, Ruft uns die Stimme/Magnificat BWV 243",9.49,Classical
B000001G7Y,Horowitz in Moscow,11.33,Polkas
B000001G80,"Beethoven: Symphony No. 9; Claudio Abbado, Vienna Philharmonic Orchestra",9.49,Symphonies
B000001G82,Tchaikovsky: Symphony No.6 (Path&eacute;tique),15.94,Symphonies
B000001G84,New Year's Concert in Vienna - Karajan / Battle,31.92,Polkas
B000001G85,Saint-Sa&euml;ns: Symphony No. 3 &quot;Organ&quot; / Dukas: L'Apprenti Sorcier (The Sorcerer's Apprentice),15.52,Symphonies
B000001G88,"Mozart: Don Giovanni / Ramey, Tomowa-Sintow, Battle, Karajan [Highlights]",13.12,Classical
B000001G89,"Bizet - Carmen / Berganza, Domingo, Cotrubas, Milnes, Abbado",54.1,Classical
B000001G8A,Puccini: La Fanciulla del West,18.99,Classical
B000001G8B,"Tchaikovsky: Symphonies 4, 5 &amp; 6",27.45,Symphonies
B000001G8C,Sibelius: Symphony No. 2,18.08,Symphonies
B000001G8D,Symphony No 6 / Fantasia for Piano &amp; Orch Op 80,15.0,Symphonies
B000001G8E,Roy Harris: Symphony No. 3 / William Schuman: Symphony No. 3,10.26,Symphonies
B000001G8G,St. Matthew's Passion,36.43,Sacred & Religious
B000001G8L,"Schoenberg, Berg, Webern: Neue Wiener Schule - Streichquartette [Second Viennese School - String Quartets]",23.92,Chamber Music
B000001G8N,Fantasy Concerto On The Opera &quot;Carmen&quot; Opus 25,13.69,Chamber Music
B000001G8O,"Grieg: Peer Gynt / Sigurd Jorsalfar, Opp. 22,23",18.99,Classical
B000001G8P,Faure: Pelleas Et Melisande Dolly,11.88,Concertos
B000001G8Q,"Chopin: 4 Ballades, Barcarolle in F Sharp Major, Op.60; Fantasy in F Minor, Op. 49",15.91,Ballads
B000001G8R,Mendelssohn: Overtures,16.11,Overtures
B000001G8T,Brahms: Symphony No. 1,9.49,Symphonies
B000001G8X,Schoenberg: The Piano Music,23.47,Suites
B000001G8Y,Stravinsky: Les Noces / Mass ~ Bernstein,20.51,Ballets
B000001G8Z,Romeo &amp; Juliet,29.67,Ballets
B000001G90,"Horowitz, Plays Mozart: Piano Concerto No. 23 K.488- Piano Sonata K.333",14.97,Concertos
B000001G95,Die Walkure,28.49,Classical
B000001G96,Mahler: Symphony No. 2,18.99,Symphonies
B000001G98,"Beethoven: The 9 Symphonies / (5) Overtures, Opp. 43;62;72b,c;84",56.49,Ballets
B000001G9A,Puccini: Madama Butterfly,29.99,Classical
B000001G9B,Franz Liszt Klavierkonzerte Nos.1&amp;2. Totentanz,14.44,Concertos
B000001G9D,Berg: Wozzeck (Opera in 3 Acts) ~ Grundheber / Behrens / Vienna Philharmonic Orchestra / Claudio Abbado,28.95,Classical
B000001G9E,Mahler: Symphony No. 4,9.49,Symphonies
B000001G9F,Mahler: Symphony No. 5,15.47,Symphonies
B000001G9G,"Schubert: Impromptus, D 899 &amp; D 935",19.07,Classical
B000001G9H,Wagner: Tannh&auml;user Overture; Siegfried-Idyll; Tristan und Isolde,14.98,Symphonies
B000001G9J,Prokofiev: Classical Symphony / Bizet: Symphony in C / Britten: Simple Symphony,8.54,Symphonies
B000001G9L,Franz Schubert: Symphonies Nos. 1 &amp; 2,0,Symphonies
B000001G9O,Bela Bartok: The 6 String Quartets - Emerson String Quartet,27.59,Chamber Music
B000001G9R,Debussy: 12 Etudes / Berg: Sonate Op. 1,9.49,Etudes
B000001G9W,Strauss: Der Rosenkavalier,18.37,Classical
B000001G9X,Puccini - Turandot / Ricciarelli &middot; Domingo &middot; Hendricks &middot; Raimondi &middot; Wiener Phil. &middot; Karajan,29.91,Classical
B000001G9Y,Verdi - Il Trovatore / Domingo &middot; Plowright &middot; Fassbaender &middot; Zancanaro &middot; Nesterenko &middot; Santa Cecilia &middot; Giulini,15.68,Classical
B000001GA2,Beethoven: Missa Solemnis / Mozart: Coronation Mass,18.99,Classical
B000001GA4,Tchaikovsky: Eugene Onegin ~ Levine,26.77,Symphonies
B000001GA9,Brahms: A German Requiem,9.49,Classical
B000001GAA,Mahler: Symphony No. 5,11.97,Symphonies
B000001GAC,Mahler: Symphony No.1 in D &quot;The Titan&quot;,14.98,Symphonies
B000001GAG,Mahler: Symphony No. 3 in D Minor,25.54,Symphonies
B000001GAH,"Rossini: L'Italiana in Algeri / Baltsa, Raimondi, Dara, Lopardo, Wiener Phil., Abbado",24.31,Classical
B000001GAM,"Bruckner: Symphony, No. 9",14.59,CDs & Vinyl
B000001GAN,Symphony 9 &quot; New World &quot;,9.49,Symphonies
B000001GAO,"Mozart - Requiem / McLaughlin, M. Ewing, Hauptmann, Bayerischen Rundfunks, Bernstein",14.98,Classical
B000001GAP,"Debussy: Preludes, Vol. 2",14.59,Preludes
B000001GAQ,Carmen,74.95,Classical
B000001GAX,Bruckner: Symphony No. 8,13.3,Symphonies
B000001GB0,"Wagner: Tannh&auml;user ~ Domingo, Studer, Baltsa, Salminen, A. Schmidt; Sinopoli",58.92,Classical
B000001GB2,"Shostakovich: Symphony, No. 1 / Symphony, No. 7, &quot;Leningrad&quot;",59.95,Symphonies
B000001GB4,"Beethoven: Piano Sonatas Nos. 17, 21, 25 &amp; 26, Opp. 31:2, 53, 79, 81a",21.14,Sonatinas
B000001GB6,Sibelius: Symphonies Nos. 5 &amp; 7,18.08,Symphonies
B000001GBD,Mahler: Symphony No. 6 / Kindertotenlieder ~ Bernstein / Hampson,25.46,Symphonies
B000001GBE,"Beethoven: Piano Sonatas Nos. 13, 14 &amp; 15",14.98,Sonatinas
B000001GBF,Horowitz At Home,19.52,Chamber Music
B000001GBJ,Songs From a Secret Garden,13.98,Classical
B000001GBL,Vienna I Love,11.74,Waltzes
B000001GBQ,Beethoven: 9 Symphonies (1963),26.74,Symphonies
B000001GBR,Mahler: Symphonies Nos. 1-10,51.98,Symphonies
B000001GBS,Bruckner: Symphonies Nos. 1-9 / 9 Symphonien,39.42,Symphonies
B000001GBT,Symphonies 1-9,52.04,Ballets
B000001GBV,Chopin: Nocturnes,9.49,Nocturnes
B000001GBX,Dvor&aacute;k: Cello Concerto; Bruch: Kol Nidrei; Bloch: Schelomo,8.66,Concertos
B000001GBY,Mozart: Requiem,9.99,Classical
B000001GC2,Smetana: M&aacute; vlast (My Country),11.24,Tone Poems
B000001GC4,"Ives: Symphony No. 2 / The Gong on the Hook &amp; Ladder, or Firemen's Parade on Main Street / Tone Roads No. 1 / Hymn: Largo Cantabile, for String Orchestra / Hallowe'en / Central Park in the Dark / The Unanswered Question",9.49,Chamber Music
B000001GC8,Chopin: Preludes,11.49,Preludes
B000001GCA,Schoenberg: Verkl&auml;rte Nacht; Chamber Symphonies Nos. 1 &amp; 2,9.84,Symphonies
B000001GCB,Tchaikovsky: Symphony No. 5 / Romeo and Juliet overture ~ Bernstein,8.98,Symphonies
B000001GCC,Beethoven: The Complete Piano Sonatas,44.87,Sonatinas
B000001GCF,Prokofiev: Peter And the Wolf / March In B Flat Major / Overture On Hebrew Themes / Classical Symphony,16.8,Overtures
B000001GCH,Siegfried,33.77,Classical
B000001GCO,Mendelssohn: 5 Symphonies (Karajan Collection),27.72,Symphonies
B000001GCT,Paganini: 24 Capricci,14.99,Chamber Music
B000001GCV,Berlioz: Requiem / 3 Overtures,19.37,Overtures
B000001GCZ,Holst: The Planets,10.41,Classical
B000001GD3,J.S. Bach: Arias for Soprano and Violin,14.98,Classical
B000001GD4,Donizetti: L'Elisir D'Amore,28.73,Classical
B000001GD6,Symphony 3 / Tragic Overture / Schicksalslied,16.04,Symphonies
B000001GD7,Tchaikovsky: Symphony No. 4 / Francesca da Rimini,16.13,Symphonies
B000001GDA,Pictures at an Exhibition / Night on Bald Mountain,11.49,Tone Poems
B000001GDC,Spirituals in Concert,15.76,Classical
B000001GDE,"Mozart: Eine Kleine Nachtmusik, etc / Karajan, Berlin PO",8.46,Serenades & Divertimentos
B000001GDM,"Mozart: Requiem, K.626",10.39,Classical
B000001GDR,Bernstein in Berlin: Ode to Freedom / Symphony No. 9,16.24,Symphonies
B000001GDT,Tchaikovsky: Ouverture Solennelle &quot;1812&quot;; Marche slave,15.87,Symphonies
B000001GDU,Beethoven: Symphony No. 3; Overture To Fidelio,14.63,Overtures
B000001GDW,"Brahms: Symphony No 1, Academic Overture / Bernstein",4.99,Symphonies
B000001GDY,Mozart: Symphonies Nos. 40 &amp; 41 / Bernstein,11.4,Symphonies
B000001GDZ,"Stravinsky: Rite of Spring, Firebird Suite / Bernstein",9.99,Ballets
B000001GE3,Kinderszenen / Carnival,9.81,Fantasies
B000001GE5,Chopin: Etudes/Preludes/Polonaises,26.96,Etudes
